latitude,longitude,label,links
54.778690,-1.559610,Durham University,https://www.durham.ac.uk/staff/anne-k-reinarz/
49.006889,8.403653,Karlsruhe Institute of Technology,https://www.kcds.kit.edu/81_657.php/
